timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1548972849474,1752,Http Request /downloads/thanks-for-downloading,200,OK,Thread Group 1-8,text,true,,251879,151,50,50,https://www.liferay.com/downloads/thanks-for-downloading,1249,0,61
1548972849920,1310,Http Request /es/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,404,Not Found,Thread Group 1-30,text,false,Test failed: code expected to match /200/,232353,267,50,50,https://www.liferay.com/es/sign-in?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&_58_redirect=/c/portal/saml/sso,1064,0,61
1548972849392,1923,Http Request /es/home,200,OK,Thread Group 1-4,text,true,,457256,126,50,50,https://www.liferay.com/es/home,1498,0,66
1548972849982,1338,Http Request /marketplace-upgrade,200,OK,Thread Group 1-33,text,true,,62292,276,50,50,https://web.liferay.com/marketplace-upgrade,407,0,62
1548972849982,407,Http Request /marketplace-upgrade-0,301,Moved Permanently,Thread Group 1-33,,true,,524,138,50,50,https://www.liferay.com/marketplace-upgrade,407,0,62
1548972850389,931,Http Request /marketplace-upgrade-1,200,OK,Thread Group 1-33,text,true,,61768,138,50,50,https://web.liferay.com/marketplace-upgrade,803,0,210
1548972849329,2080,Http Request /,200,OK,Thread Group 1-1,text,true,,440739,119,50,50,https://www.liferay.com/,1122,0,104
1548972849657,1756,Http Request /downloads-community,200,OK,Thread Group 1-17,text,true,,230384,138,50,50,https://www.liferay.com/downloads-community,1305,0,59
1548972849451,1986,Http Request /marketplace,200,OK,Thread Group 1-7,text,true,,116290,260,50,50,https://web.liferay.com/marketplace,338,0,69
1548972849451,338,Http Request /marketplace-0,301,Moved Permanently,Thread Group 1-7,,true,,516,130,50,50,https://www.liferay.com/marketplace,338,0,69
1548972849789,1648,Http Request /marketplace-1,200,OK,Thread Group 1-7,text,true,,115774,130,50,50,https://web.liferay.com/marketplace,1454,0,212
1548972849817,1640,Http Request /products/dxp/30-day-trial,200,OK,Thread Group 1-25,text,true,,193033,144,50,50,https://www.liferay.com/products/dxp/30-day-trial,1340,0,61
1548972850104,1468,Http Request /c/portal/saml/sso,200,OK,Thread Group 1-39,text,true,,1049,136,50,50,https://www.liferay.com/c/portal/saml/sso,1468,0,68
1548972849795,1832,Http Request /de/home,200,OK,Thread Group 1-24,text,true,,448408,126,50,50,https://www.liferay.com/de/home,1292,0,69
1548972850306,1336,Http Request /sign-in?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_58_struts_action=/login/create_account_trial&_58_redirect=/c/portal/register_trial_license?redirect=/digital-experience-platform/30-day-trial,404,Not Found,Thread Group 1-49,text,false,Test failed: code expected to match /200/,233188,329,50,50,https://www.liferay.com/sign-in?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_58_struts_action=/login/create_account_trial&_58_redirect=/c/portal/register_trial_license?redirect=/digital-experience-platform/30-day-trial,1094,0,60
1548972849409,2238,Http Request /digital-experience-platform,200,OK,Thread Group 1-5,text,true,,287742,277,50,50,https://www.liferay.com/products/dxp,398,0,63
1548972849409,398,Http Request /digital-experience-platform-0,302,Found,Thread Group 1-5,text,true,,856,146,50,50,https://www.liferay.com/digital-experience-platform,398,0,63
1548972849807,1840,Http Request /digital-experience-platform-1,200,OK,Thread Group 1-5,text,true,,286886,131,50,50,https://www.liferay.com/products/dxp,1384,0,0
1548972850605,1092,Http Request /marketplace/-/mp/application/34680961,200,OK,Thread Group 1-2,text,true,,75663,312,50,50,https://web.liferay.com/marketplace/-/mp/application/34680961,336,0,61
1548972850605,336,Http Request /marketplace/-/mp/application/34680961-0,301,Moved Permanently,Thread Group 1-2,,true,,542,156,50,50,https://www.liferay.com/marketplace/-/mp/application/34680961,336,0,61
1548972850942,755,Http Request /marketplace/-/mp/application/34680961-1,200,OK,Thread Group 1-2,text,true,,75121,156,50,50,https://web.liferay.com/marketplace/-/mp/application/34680961,627,0,210
1548972849533,2248,Http Request /downloads/liferay-projects/liferay-ide,200,OK,Thread Group 1-11,text,true,,48391,515,50,50,https://community.liferay.com/project/-/asset_publisher/TyF2HQPLV1b5/content/ide-installation-instructions,422,0,73
1548972849533,422,Http Request /downloads/liferay-projects/liferay-ide-0,301,Moved Permanently,Thread Group 1-11,,true,,543,157,50,50,https://www.liferay.com/downloads/liferay-projects/liferay-ide,422,0,73
1548972849956,285,Http Request /downloads/liferay-projects/liferay-ide-1,301,Moved Permanently,Thread Group 1-11,text,true,,650,157,50,50,https://web.liferay.com/downloads/liferay-projects/liferay-ide,285,0,209
1548972850241,1540,Http Request /downloads/liferay-projects/liferay-ide-2,200,OK,Thread Group 1-11,text,true,,47198,201,50,50,https://community.liferay.com/project/-/asset_publisher/TyF2HQPLV1b5/content/ide-installation-instructions,1480,0,1423
1548972850717,1144,Http Request /community/liferay-projects/liferay-portal/overview,200,OK,Thread Group 1-13,text,true,,54558,471,50,50,https://community.liferay.com/-/portal,326,0,57
1548972850717,326,Http Request /community/liferay-projects/liferay-portal/overview-0,301,Moved Permanently,Thread Group 1-13,,true,,555,169,50,50,https://www.liferay.com/community/liferay-projects/liferay-portal/overview,326,0,57
1548972851043,282,Http Request /community/liferay-projects/liferay-portal/overview-1,301,Moved Permanently,Thread Group 1-13,text,true,,514,169,50,50,https://web.liferay.com/community/liferay-projects/liferay-portal/overview,282,0,214
1548972851325,536,Http Request /community/liferay-projects/liferay-portal/overview-2,200,OK,Thread Group 1-13,text,true,,53489,133,50,50,https://community.liferay.com/-/portal,475,0,350
1548972849491,2400,Http Request /resources,200,OK,Thread Group 1-9,text,true,,295026,128,50,50,https://www.liferay.com/resources,2041,0,56
1548972849675,2229,Http Request /company/our-story,200,OK,Thread Group 1-18,text,true,,335784,136,50,50,https://www.liferay.com/company/our-story,1533,0,62
1548972849633,2321,Http Request /ja/home,200,OK,Thread Group 1-16,text,true,,455128,126,50,50,https://www.liferay.com/ja/home,1842,0,64
1548972850287,1700,Http Request /group/customer/products/portal/6.2,200,OK,Thread Group 1-48,text,true,,128845,604,50,50,https://help.liferay.com/hc/en-us/categories/360000867972,382,0,51
1548972850287,382,Http Request /group/customer/products/portal/6.2-0,301,Moved Permanently,Thread Group 1-48,,true,,539,153,50,50,https://www.liferay.com/group/customer/products/portal/6.2,382,0,51
1548972850670,283,Http Request /group/customer/products/portal/6.2-1,301,Moved Permanently,Thread Group 1-48,text,true,,540,153,50,50,https://web.liferay.com/group/customer/products/portal/6.2,283,0,218
1548972850954,309,Http Request /group/customer/products/portal/6.2-2,301,Moved Permanently,Thread Group 1-48,text,true,,2081,146,50,50,https://help.liferay.com/hc/categories/360000867972,309,0,91
1548972851263,724,Http Request /group/customer/products/portal/6.2-3,200,OK,Thread Group 1-48,text,true,,125685,152,50,50,https://help.liferay.com/hc/en-us/categories/360000867972,687,0,0
1548972850186,1819,Http Request /community/forums/-/message_boards/recent-posts,200,OK,Thread Group 1-43,text,true,,141190,491,50,50,https://community.liferay.com/forums/-/message_boards/recent-posts,341,0,53
1548972850186,341,Http Request /community/forums/-/message_boards/recent-posts-0,301,Moved Permanently,Thread Group 1-43,,true,,551,165,50,50,https://www.liferay.com/community/forums/-/message_boards/recent-posts,341,0,53
1548972850527,275,Http Request /community/forums/-/message_boards/recent-posts-1,301,Moved Permanently,Thread Group 1-43,text,true,,570,165,50,50,https://web.liferay.com/community/forums/-/message_boards/recent-posts,275,0,209
1548972850803,1202,Http Request /community/forums/-/message_boards/recent-posts-2,200,OK,Thread Group 1-43,text,true,,140069,161,50,50,https://community.liferay.com/forums/-/message_boards/recent-posts,1091,0,874
1548972850781,1229,Http Request /services/support/compatibility-matrix,200,OK,Thread Group 1-6,text,true,,66500,312,50,50,https://web.liferay.com/services/support/compatibility-matrix,144,0,62
1548972850781,144,Http Request /services/support/compatibility-matrix-0,301,Moved Permanently,Thread Group 1-6,,true,,542,156,50,50,https://www.liferay.com/services/support/compatibility-matrix,144,0,62
1548972850925,1085,Http Request /services/support/compatibility-matrix-1,200,OK,Thread Group 1-6,text,true,,65958,156,50,50,https://web.liferay.com/services/support/compatibility-matrix,956,0,210
1548972849718,2330,Http Request /web/martin.yan/blog/-/blogs/15-awesome-web-portal-examples,200,OK,Thread Group 1-20,text,true,,214872,523,50,50,https://community.liferay.com/blogs/-/blogs/15-awesome-web-portal-examples,389,0,62
1548972849718,389,Http Request /web/martin.yan/blog/-/blogs/15-awesome-web-portal-examples-0,301,Moved Permanently,Thread Group 1-20,,true,,563,177,50,50,https://www.liferay.com/web/martin.yan/blog/-/blogs/15-awesome-web-portal-examples,389,0,62
1548972850108,273,Http Request /web/martin.yan/blog/-/blogs/15-awesome-web-portal-examples-1,301,Moved Permanently,Thread Group 1-20,text,true,,586,177,50,50,https://web.liferay.com/web/martin.yan/blog/-/blogs/15-awesome-web-portal-examples,273,0,207
1548972850382,1666,Http Request /web/martin.yan/blog/-/blogs/15-awesome-web-portal-examples-2,200,OK,Thread Group 1-20,text,true,,213723,169,50,50,https://community.liferay.com/blogs/-/blogs/15-awesome-web-portal-examples,1511,0,1297
1548972849740,2336,Http Request /subscription-services,200,OK,Thread Group 1-21,text,true,,397123,140,50,50,https://www.liferay.com/subscription-services,1941,0,72
1548972850024,2107,Http Request /community/forums/-/message_boards/message/316880,200,OK,Thread Group 1-35,text,true,,162408,497,50,50,https://community.liferay.com/forums/-/message_boards/message/316880,360,0,68
1548972850024,360,Http Request /community/forums/-/message_boards/message/316880-0,301,Moved Permanently,Thread Group 1-35,,true,,553,167,50,50,https://www.liferay.com/community/forums/-/message_boards/message/316880,360,0,68
1548972850384,275,Http Request /community/forums/-/message_boards/message/316880-1,301,Moved Permanently,Thread Group 1-35,text,true,,574,167,50,50,https://web.liferay.com/community/forums/-/message_boards/message/316880,275,0,208
1548972850660,1471,Http Request /community/forums/-/message_boards/message/316880-2,200,OK,Thread Group 1-35,text,true,,161281,163,50,50,https://community.liferay.com/forums/-/message_boards/message/316880,1348,0,1008
1548972850084,2072,Http Request /services/partners,200,OK,Thread Group 1-38,text,true,,203628,136,50,50,https://www.liferay.com/services/partners,1783,0,53
1548972850165,2002,Http Request /group/customer/dxp/downloads/digital-enterprise/fix-packs,200,200,Thread Group 1-42,text,true,,6813,679,50,50,https://customer.liferay.com/c/portal/login?redirect=%2Fgroup%2Fcustomer%2Fdownloads,175,0,77
1548972850165,175,Http Request /group/customer/dxp/downloads/digital-enterprise/fix-packs-0,301,Moved Permanently,Thread Group 1-42,,true,,562,176,50,50,https://www.liferay.com/group/customer/dxp/downloads/digital-enterprise/fix-packs,175,0,77
1548972850341,278,Http Request /group/customer/dxp/downloads/digital-enterprise/fix-packs-1,301,Moved Permanently,Thread Group 1-42,text,true,,544,176,50,50,https://web.liferay.com/group/customer/dxp/downloads/digital-enterprise/fix-packs,278,0,212
1548972850620,1373,Http Request /group/customer/dxp/downloads/digital-enterprise/fix-packs-2,302,302,Thread Group 1-42,text,true,,428,148,50,50,https://customer.liferay.com/group/customer/downloads,1373,0,1302
1548972851993,174,Http Request /group/customer/dxp/downloads/digital-enterprise/fix-packs-3,200,200,Thread Group 1-42,text,true,,5279,179,50,50,https://customer.liferay.com/c/portal/login?redirect=%2Fgroup%2Fcustomer%2Fdownloads,174,0,0
1548972850124,2055,Http Request /group/customer/dxp/downloads/digital-enterprise,200,200,Thread Group 1-40,text,true,,6803,659,50,50,https://customer.liferay.com/c/portal/login?redirect=%2Fgroup%2Fcustomer%2Fdownloads,334,0,51
1548972850124,334,Http Request /group/customer/dxp/downloads/digital-enterprise-0,301,Moved Permanently,Thread Group 1-40,,true,,552,166,50,50,https://www.liferay.com/group/customer/dxp/downloads/digital-enterprise,334,0,51
1548972850459,276,Http Request /group/customer/dxp/downloads/digital-enterprise-1,301,Moved Permanently,Thread Group 1-40,text,true,,544,166,50,50,https://web.liferay.com/group/customer/dxp/downloads/digital-enterprise,276,0,209
1548972850736,1260,Http Request /group/customer/dxp/downloads/digital-enterprise-2,302,302,Thread Group 1-40,text,true,,428,148,50,50,https://customer.liferay.com/group/customer/downloads,1260,0,1182
1548972851996,183,Http Request /group/customer/dxp/downloads/digital-enterprise-3,200,200,Thread Group 1-40,text,true,,5279,179,50,50,https://customer.liferay.com/c/portal/login?redirect=%2Fgroup%2Fcustomer%2Fdownloads,183,0,0
1548972851321,902,Http Request /community/forums,200,OK,Thread Group 1-33,text,true,,94501,401,50,50,https://community.liferay.com/forums,340,0,55
1548972851321,340,Http Request /community/forums-0,301,Moved Permanently,Thread Group 1-33,,true,,521,135,50,50,https://www.liferay.com/community/forums,340,0,55
1548972851661,282,Http Request /community/forums-1,301,Moved Permanently,Thread Group 1-33,text,true,,510,135,50,50,https://web.liferay.com/community/forums,282,0,216
1548972851945,278,Http Request /community/forums-2,200,OK,Thread Group 1-33,text,true,,93470,131,50,50,https://community.liferay.com/forums,239,0,112
1548972851413,873,Http Request /web/csilla.novak/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp,200,OK,Thread Group 1-17,text,true,,30699,1184,50,50,https://web.liferay.com/web/csilla.novak/support?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=%2Flogin%2Flogin&p_p_id=58&p_p_lifecycle=0&_58_redirect=%2Fweb%2Fcsilla.novak%2Fsupport%3F_2_WAR_osbportlet_mvcPath%3D%2Fsupport%2F2%2Fview.jsp,152,0,54
1548972851413,152,Http Request /web/csilla.novak/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-0,301,Moved Permanently,Thread Group 1-17,,true,,649,263,50,50,https://www.liferay.com/web/csilla.novak/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp,152,0,54
1548972851566,339,Http Request /web/csilla.novak/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-1,302,Found,Thread Group 1-17,text,true,,667,263,50,50,https://web.liferay.com/web/csilla.novak/support?_2_WAR_osbportlet_mvcPath=/support/2/view.jsp&p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_mode=view&p_p_state=maximized,339,0,215
1548972851906,134,Http Request /web/csilla.novak/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-2,302,Found,Thread Group 1-17,text,true,,766,304,50,50,https://web.liferay.com/c/portal/login?p_l_id=89306175&redirect=/web/csilla.novak/support?_2_WAR_osbportlet_mvcPath=/support/2/view.jsp&p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_mode=view&p_p_state=maximized,134,0,0
1548972852041,245,Http Request /web/csilla.novak/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-3,200,OK,Thread Group 1-17,text,true,,28617,354,50,50,https://web.liferay.com/web/csilla.novak/support?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=%2Flogin%2Flogin&p_p_id=58&p_p_lifecycle=0&_58_redirect=%2Fweb%2Fcsilla.novak%2Fsupport%3F_2_WAR_osbportlet_mvcPath%3D%2Fsupport%2F2%2Fview.jsp,180,0,0
1548972850602,1698,Http Request /community/forums/-/message_boards/my-posts,200,OK,Thread Group 1-12,text,true,,141613,479,50,50,https://community.liferay.com/forums/-/message_boards/my-posts,342,0,62
1548972850602,342,Http Request /community/forums/-/message_boards/my-posts-0,301,Moved Permanently,Thread Group 1-12,,true,,547,161,50,50,https://www.liferay.com/community/forums/-/message_boards/my-posts,342,0,62
1548972850945,274,Http Request /community/forums/-/message_boards/my-posts-1,301,Moved Permanently,Thread Group 1-12,text,true,,562,161,50,50,https://web.liferay.com/community/forums/-/message_boards/my-posts,274,0,208
1548972851219,1081,Http Request /community/forums/-/message_boards/my-posts-2,200,OK,Thread Group 1-12,text,true,,140504,157,50,50,https://community.liferay.com/forums/-/message_boards/my-posts,969,0,446
1548972850002,2299,Http Request /fr/home,200,OK,Thread Group 1-34,text,true,,453273,126,50,50,https://www.liferay.com/fr/home,1764,0,63
1548972849959,2344,Http Request /community/forums/-/message_boards/message/10038451,200,OK,Thread Group 1-32,text,true,,178813,503,50,50,https://community.liferay.com/forums/-/message_boards/message/10038451,387,0,61
1548972849959,387,Http Request /community/forums/-/message_boards/message/10038451-0,301,Moved Permanently,Thread Group 1-32,,true,,555,169,50,50,https://www.liferay.com/community/forums/-/message_boards/message/10038451,387,0,61
1548972850347,273,Http Request /community/forums/-/message_boards/message/10038451-1,301,Moved Permanently,Thread Group 1-32,text,true,,578,169,50,50,https://web.liferay.com/community/forums/-/message_boards/message/10038451,273,0,207
1548972850620,1683,Http Request /community/forums/-/message_boards/message/10038451-2,200,OK,Thread Group 1-32,text,true,,177680,165,50,50,https://community.liferay.com/forums/-/message_boards/message/10038451,1582,0,1038
1548972851573,762,Http Request /web/james.falkner/blog/-/blogs/,200,OK,Thread Group 1-39,text,true,,77622,439,50,50,https://community.liferay.com/blogs/-/blogs/,160,0,61
1548972851573,160,Http Request /web/james.falkner/blog/-/blogs/-0,301,Moved Permanently,Thread Group 1-39,,true,,536,150,50,50,https://www.liferay.com/web/james.falkner/blog/-/blogs/,160,0,61
1548972851734,313,Http Request /web/james.falkner/blog/-/blogs/-1,301,Moved Permanently,Thread Group 1-39,text,true,,526,150,50,50,https://web.liferay.com/web/james.falkner/blog/-/blogs/,313,0,243
1548972852048,287,Http Request /web/james.falkner/blog/-/blogs/-2,200,OK,Thread Group 1-39,text,true,,76560,139,50,50,https://community.liferay.com/blogs/-/blogs/,217,0,104
1548972850205,2278,Http Request /digitally-transform-your-financial-services-business-leveraging-liferay,404,Not Found,Thread Group 1-44,text,false,Test failed: code expected to match /200/,224745,190,50,50,https://www.liferay.com/digitally-transform-your-financial-services-business-leveraging-liferay,1846,0,59
1548972849939,2555,Http Request /solutions/portals,200,OK,Thread Group 1-31,text,true,,255461,281,50,50,https://www.liferay.com/solutions/customer-portals,1142,0,53
1548972849939,1142,Http Request /solutions/portals-0,302,Found,Thread Group 1-31,text,true,,1046,136,50,50,https://www.liferay.com/solutions/portals,1142,0,53
1548972851081,1413,Http Request /solutions/portals-1,200,OK,Thread Group 1-31,text,true,,254415,145,50,50,https://www.liferay.com/solutions/customer-portals,1162,0,0
1548972851699,858,Http Request /web/sebastian.madaras/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp,200,OK,Thread Group 1-2,text,true,,30838,1200,50,50,https://web.liferay.com/web/sebastian.madaras/support?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=%2Flogin%2Flogin&p_p_id=58&p_p_lifecycle=0&_58_redirect=%2Fweb%2Fsebastian.madaras%2Fsupport%3F_2_WAR_osbportlet_mvcPath%3D%2Fsupport%2F2%2Fview.jsp,152,0,63
1548972851699,152,Http Request /web/sebastian.madaras/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-0,301,Moved Permanently,Thread Group 1-2,,true,,651,265,50,50,https://www.liferay.com/web/sebastian.madaras/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp,152,0,63
1548972851851,340,Http Request /web/sebastian.madaras/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-1,302,Found,Thread Group 1-2,text,true,,669,265,50,50,https://web.liferay.com/web/sebastian.madaras/support?_2_WAR_osbportlet_mvcPath=/support/2/view.jsp&p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_mode=view&p_p_state=normal,340,0,216
1548972852191,126,Http Request /web/sebastian.madaras/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-2,302,Found,Thread Group 1-2,text,true,,776,306,50,50,https://web.liferay.com/c/portal/login?p_l_id=54879111&redirect=/web/sebastian.madaras/support?_2_WAR_osbportlet_mvcPath=/support/2/view.jsp&p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_mode=view&p_p_state=normal,126,0,0
1548972852317,240,Http Request /web/sebastian.madaras/support?p_p_id=2_WAR_osbportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_2_WAR_osbportlet_mvcPath=/support/2/view.jsp-3,200,OK,Thread Group 1-2,text,true,,28742,364,50,50,https://web.liferay.com/web/sebastian.madaras/support?p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=%2Flogin%2Flogin&p_p_id=58&p_p_lifecycle=0&_58_redirect=%2Fweb%2Fsebastian.madaras%2Fsupport%3F_2_WAR_osbportlet_mvcPath%3D%2Fsupport%2F2%2Fview.jsp,239,0,0
1548972849901,2689,Http Request /home,200,OK,Thread Group 1-29,text,true,,440898,123,50,50,https://www.liferay.com/home,2335,0,54
1548972852007,629,Http Request /community/forums?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login,200,OK,Thread Group 1-43,text,true,,38384,719,50,50,https://community.liferay.com/forums?_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&p_p_mode=view&p_p_state=maximized&saveLastPath=0,165,0,77
1548972852007,165,Http Request /community/forums?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login-0,301,Moved Permanently,Thread Group 1-43,,true,,627,241,50,50,https://www.liferay.com/community/forums?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login,165,0,77
1548972852172,275,Http Request /community/forums?p_p_id=58&p_p_lifecycle=0&p_p_state=maximized&p_p_mode=view&saveLastPath=0&_58_struts_action=/login/login-1,301,Moved Permanently,Thread Group 1-43,text,true,,742,241,50,50,https://web.liferay.com/community/forums?_58_struts_action=/login/login&p_p_id=58&p_p_lifecycle=0&p_p_mode=view&p_p_state=maximized&saveLastPath=0,275,0,209
